Date,Close,position
2011-06-03,1.4486035108566284,1
2011-06-06,1.465502142906189,1
2011-06-07,1.458299994468689,1
2011-06-08,1.4686013460159302,1
2011-06-09,1.4601950645446777,1
2011-06-10,1.451568365097046,1
2011-06-13,1.4332603216171265,1
2011-06-14,1.4416908025741577,1
2011-06-15,1.4450031518936157,1
2011-06-16,1.4181982278823853,1
2011-06-17,1.419909954071045,1
2011-06-20,1.4285101890563965,1
2011-06-21,1.4325416088104248,1
2011-06-22,1.4381660223007202,1
2011-06-23,1.4314342737197876,1
2011-06-24,1.427001714706421,1
2011-06-27,1.4171332120895386,1
2011-06-28,1.4316802024841309,1
2011-06-29,1.4357914924621582,1
2011-06-30,1.4478904008865356,1
2011-07-01,1.4496954679489136,1
2011-07-04,1.4539955854415894,1
2011-07-05,1.4553074836730957,1
2011-07-06,1.4428139925003052,1
2011-07-07,1.4331575632095337,1
2011-07-08,1.4364513158798218,1
2011-07-11,1.4201923608779907,1
2011-07-12,1.4040604829788208,1
2011-07-13,1.3969016075134277,1
2011-07-14,1.4234267473220825,1
2011-07-15,1.4157286882400513,1
2011-07-18,1.4123096466064453,1
2011-07-19,1.411193609237671,1
2011-07-20,1.417293906211853,1
2011-07-21,1.427001714706421,1
2011-07-22,1.4420026540756226,1
2011-07-25,1.4388489723205566,1
2011-07-26,1.4371533393859863,1
2011-07-27,1.450810194015503,1
2011-07-28,1.4372979402542114,1
2011-07-29,1.4331985712051392,1
2011-08-01,1.4363688230514526,1
2011-08-02,1.4262080192565918,1
2011-08-03,1.417333960533142,1
2011-08-04,1.4352967739105225,1
2011-08-05,1.4067071676254272,1
2011-08-08,1.4294085502624512,1
2011-08-09,1.4170728921890259,1
2011-08-10,1.4383108615875244,1
2011-08-11,1.4124692678451538,1
2011-08-12,1.4226369857788086,1
2011-08-15,1.4274091720581055,1
2011-08-16,1.4438347816467285,1
2011-08-17,1.439801812171936,1
2011-08-18,1.4429181814193726,1
2011-08-19,1.4324390888214111,1
2011-08-22,1.4369261264801025,1
2011-08-23,1.436100721359253,1
2011-08-24,1.4437098503112793,1
2011-08-25,1.44123375415802,1
2011-08-26,1.4372979402542114,1
2011-08-29,1.449506402015686,1
2011-08-30,1.4524328708648682,1
2011-08-31,1.4433138370513916,1
2011-09-01,1.4374631643295288,1
2011-09-02,1.4262080192565918,1
2011-09-05,1.4157688617706299,1
2011-09-06,1.4063115119934082,1
2011-09-07,1.4003249406814575,1
2011-09-08,1.4085696935653687,1
2011-09-09,1.3904144763946533,1
2011-09-12,1.3600815534591675,1
2011-09-13,1.3660268783569336,1
2011-09-14,1.3686069250106812,1
2011-09-15,1.3746082782745361,1
2011-09-16,1.3869048357009888,1
2011-09-19,1.3701446056365967,1
2011-09-20,1.3605626821517944,1
2011-09-21,1.369394063949585,1
2011-09-22,1.3586033582687378,1
2011-09-23,1.348090410232544,1
2011-09-26,1.3547013998031616,1
2011-09-27,1.351807951927185,1
2011-09-28,1.3582342863082886,1
2011-09-29,1.3537662029266357,1
2011-09-30,1.3585848808288574,1
2011-10-03,1.336094617843628,1
2011-10-04,1.3195048570632935,1
2011-10-05,1.3330134153366089,1
2011-10-06,1.333991527557373,1
2011-10-07,1.3428946733474731,1
2011-10-10,1.3385984897613525,-1
2011-10-11,1.3635495901107788,-1
2011-10-12,1.3645730018615723,-1
2011-10-13,1.379196286201477,-1
2011-10-14,1.3735508918762207,-1
2011-10-17,1.3879058361053467,-1
2011-10-18,1.3744003772735596,-1
2011-10-19,1.3740037679672241,-1
2011-10-20,1.3765003681182861,-1
2011-10-21,1.377903938293457,-1
2011-10-24,1.3847730159759521,-1
2011-10-25,1.3922340869903564,-1
2011-10-26,1.3904531002044678,-1
2011-10-27,1.387694001197815,-1
2011-10-28,1.4173942804336548,-1
2011-10-31,1.4140071868896484,-1
2011-11-01,1.386001467704773,-1
2011-11-02,1.3655978441238403,-1
2011-11-03,1.3690004348754883,-1
2011-11-04,1.382991909980774,-1
2011-11-07,1.3789299726486206,-1
2011-11-08,1.3760079145431519,-1
2011-11-09,1.3826478719711304,-1
2011-11-10,1.3526674509048462,-1
2011-11-11,1.3610072135925293,-1
2011-11-14,1.3787018060684204,-1
2011-11-15,1.362416386604309,-1
2011-11-16,1.350712537765503,-1
2011-11-17,1.3441040515899658,-1
2011-11-18,1.3458044528961182,-1
2011-11-21,1.3529969453811646,-1
2011-11-22,1.348435878753662,-1
2011-11-23,1.3521919250488281,-1
2011-11-24,1.3352025747299194,-1
2011-11-25,1.3331022262573242,-1
2011-11-28,1.3313452005386353,-1
2011-11-29,1.3316997289657593,-1
2011-11-30,1.3324095010757446,-1
2011-12-01,1.3443931341171265,-1
2011-12-02,1.346692442893982,-1
2011-12-05,1.3419036865234375,-1
2011-12-06,1.3386701345443726,-1
2011-12-07,1.3412017822265625,-1
2011-12-08,1.3403747081756592,-1
2011-12-09,1.3345433473587036,-1
2011-12-12,1.3371665477752686,-1
2011-12-13,1.3171066045761108,-1
2011-12-14,1.3019137382507324,-1
2011-12-15,1.2988024950027466,-1
2011-12-16,1.302965521812439,-1
2011-12-19,1.3036959171295166,-1
2011-12-20,1.3007792234420776,-1
2011-12-21,1.3087977170944214,-1
2011-12-22,1.3040019273757935,-1
2011-12-23,1.3056023120880127,-1
2011-12-26,1.3044953346252441,-1
2011-12-27,1.3050570487976074,-1
2011-12-28,1.307206630706787,-1
2011-12-29,1.292724609375,-1
2011-12-30,1.2956053018569946,-1
2012-01-02,1.2960082292556763,-1
2012-01-03,1.2940963506698608,-1
2012-01-04,1.3056023120880127,-1
2012-01-05,1.2931424379348755,-1
2012-01-06,1.279606819152832,-1
2012-01-09,1.2680377960205078,-1
2012-01-10,1.2775959968566895,-1
2012-01-11,1.2751848697662354,-1
2012-01-12,1.272394061088562,-1
2012-01-13,1.2820513248443604,-1
2012-01-16,1.2647020816802979,-1
2012-01-17,1.2667046785354614,-1
2012-01-18,1.2745997905731201,-1
2012-01-19,1.2866039276123047,-1
2012-01-20,1.2964956760406494,-1
2012-01-23,1.2884771823883057,-1
2012-01-24,1.3026939630508423,-1
2012-01-25,1.304103970527649,-1
2012-01-26,1.3107362985610962,-1
2012-01-27,1.3092775344848633,-1
2012-01-30,1.3207945823669434,-1
2012-01-31,1.3139568567276,-1
2012-02-01,1.3077024221420288,-1
2012-02-02,1.317002534866333,-1
2012-02-03,1.3137152194976807,-1
2012-02-06,1.31271493434906,-1
2012-02-07,1.3121638298034668,-1
2012-02-08,1.3248542547225952,-1
2012-02-09,1.3248542547225952,-1
2012-02-10,1.3278449773788452,-1
2012-02-13,1.3236793279647827,-1
2012-02-14,1.3157894611358643,-1
2012-02-15,1.3133701086044312,-1
2012-02-16,1.3058068752288818,-1
2012-02-17,1.3126804828643799,-1
2012-02-20,1.3227163553237915,-1
2012-02-21,1.3204805850982666,-1
2012-02-22,1.324327826499939,-1
2012-02-23,1.325574278831482,-1
2012-02-24,1.337363362312317,-1
2012-02-27,1.3467106819152832,-1
2012-02-28,1.3406623601913452,-1
2012-02-29,1.3477997779846191,-1
2012-03-01,1.3320900201797485,-1
2012-03-02,1.3322675228118896,-1
2012-03-05,1.318617582321167,-1
2012-03-06,1.3225764036178589,-1
2012-03-07,1.3123359680175781,-1
2012-03-08,1.3139914274215698,-1
2012-03-09,1.327492356300354,-1
2012-03-12,1.312508225440979,-1
2012-03-13,1.3168290853500366,-1
2012-03-14,1.30804443359375,-1
2012-03-15,1.3022528886795044,-1
2012-03-16,1.3078734874725342,-1
2012-03-19,1.3177140951156616,-1
2012-03-20,1.3229262828826904,-1
2012-03-21,1.323766827583313,-1
2012-03-22,1.3218770027160645,-1
2012-03-23,1.3204805850982666,-1
2012-03-26,1.328303575515747,-1
2012-03-27,1.3360053300857544,-1
2012-03-28,1.3328713178634644,-1
2012-03-29,1.3326226472854614,-1
2012-03-30,1.3313806056976318,-1
2012-04-02,1.3358268737792969,-1
2012-04-03,1.3333333730697632,-1
2012-04-04,1.3225239515304565,-1
2012-04-05,1.314405918121338,-1
2012-04-06,1.3065063953399658,-1
2012-04-09,1.3079075813293457,-1
2012-04-10,1.311131477355957,-1
2012-04-11,1.3073604106903076,-1
2012-04-12,1.311991572380066,-1
2012-04-13,1.318913221359253,-1
2012-04-16,1.30565345287323,-1
2012-04-17,1.3126804828643799,-1
2012-04-18,1.3135426044464111,-1
2012-04-19,1.311991572380066,-1
2012-04-20,1.314578652381897,-1
2012-04-23,1.3204805850982666,-1
2012-04-24,1.3152011632919312,-1
2012-04-25,1.3197835683822632,-1
2012-04-26,1.323276400566101,-1
2012-04-27,1.319087266921997,-1
2012-04-30,1.3241524696350098,-1
2012-05-01,1.3239772319793701,-1
2012-05-02,1.3239772319793701,-1
2012-05-03,1.3147515058517456,-1
2012-05-04,1.3156163692474365,-1
2012-05-07,1.297033667564392,-1
2012-05-08,1.306165099143982,-1
2012-05-09,1.299545168876648,-1
2012-05-10,1.2936609983444214,-1
2012-05-11,1.2934937477111816,-1
2012-05-14,1.289989709854126,-1
2012-05-15,1.283202886581421,-1
2012-05-16,1.273560881614685,-1
2012-05-17,1.2730745077133179,-1
2012-05-18,1.269841194152832,-1
2012-05-21,1.2773023843765259,-1
2012-05-22,1.281065821647644,-1
2012-05-23,1.2664639949798584,-1
2012-05-24,1.2561235427856445,-1
2012-05-25,1.2536041736602783,-1
2012-05-28,1.2569130659103394,-1
2012-05-29,1.2525050640106201,-1
2012-05-30,1.2478163242340088,-1
2012-05-31,1.2374706268310547,-1
2012-06-01,1.2362467050552368,-1
2012-06-04,1.2402331829071045,-1
2012-06-05,1.2509382963180542,-1
2012-06-06,1.2462612390518188,-1
2012-06-07,1.2573871612548828,-1
2012-06-08,1.2570710182189941,-1
2012-06-11,1.2645422220230103,-1
2012-06-12,1.2478163242340088,-1
2012-06-13,1.2504688501358032,-1
2012-06-14,1.2573871612548828,-1
2012-06-15,1.262785792350769,-1
2012-06-18,1.27048659324646,-1
2012-06-19,1.2597631216049194,-1
2012-06-20,1.2680699825286865,-1
2012-06-21,1.2680699825286865,-1
2012-06-22,1.255177617073059,-1
2012-06-25,1.2537612915039062,-1
2012-06-26,1.2504688501358032,-1
2012-06-27,1.248751163482666,-1
2012-06-28,1.2473493814468384,-1
2012-06-29,1.2440905570983887,-1
2012-07-02,1.2655184268951416,-1
2012-07-03,1.2581782341003418,-1
2012-07-04,1.2605571746826172,-1
2012-07-05,1.2516272068023682,-1
2012-07-06,1.2391574382781982,-1
2012-07-09,1.227144479751587,-1
2012-07-10,1.2318304777145386,-1
2012-07-11,1.2256402969360352,-1
2012-07-12,1.2247247695922852,-1
2012-07-13,1.2192742824554443,-1
2012-07-16,1.2248897552490234,-1
2012-07-17,1.2268433570861816,-1
2012-07-18,1.2295585870742798,-1
2012-07-19,1.2277470827102661,-1
2012-07-20,1.2276867628097534,-1
2012-07-23,1.2127091884613037,-1
2012-07-24,1.212415099143982,-1
2012-07-25,1.2061853408813477,-1
2012-07-26,1.2140341997146606,-1
2012-07-27,1.2280486822128296,-1
2012-07-30,1.230466365814209,-1
2012-07-31,1.2259409427642822,-1
2012-08-01,1.2294074296951294,-1
2012-08-02,1.2241400480270386,-1
2012-08-03,1.218026876449585,-1
2012-08-06,1.2428536415100098,-1
2012-08-07,1.2390038967132568,-1
2012-08-08,1.2386969327926636,-1
2012-08-09,1.237332820892334,-1
2012-08-10,1.2294074296951294,-1
2012-08-13,1.2277169227600098,-1
2012-08-14,1.2327415943145752,-1
2012-08-15,1.2325897216796875,-1
2012-08-16,1.2289540767669678,-1
2012-08-17,1.2357884645462036,-1
2012-08-20,1.233258605003357,-1
2012-08-21,1.2353304624557495,-1
2012-08-22,1.2476606369018555,-1
2012-08-23,1.2534469366073608,-1
2012-08-24,1.2561235427856445,-1
2012-08-27,1.250437617301941,-1
2012-08-28,1.250156283378601,-1
2012-08-29,1.257228970527649,-1
2012-08-30,1.2531328201293945,-1
2012-08-31,1.2510946989059448,-1
2012-09-03,1.257703423500061,-1
2012-09-04,1.2586532831192017,-1
2012-09-05,1.2534469366073608,-1
2012-09-06,1.2602394819259644,-1
2012-09-07,1.2632642984390259,-1
2012-09-10,1.2795906066894531,-1
2012-09-11,1.2761613130569458,-1
2012-09-12,1.2851818799972534,-1
2012-09-13,1.2903226613998413,-1
2012-09-14,1.299376368522644,-1
2012-09-17,1.3116475343704224,-1
2012-09-18,1.3110111951828003,-1
2012-09-19,1.3046314716339111,-1
2012-09-20,1.3058239221572876,-1
2012-09-21,1.2973533868789673,-1
2012-09-24,1.2968486547470093,-1
2012-09-25,1.2941633462905884,-1
2012-09-26,1.2900062799453735,-1
2012-09-27,1.2881617546081543,-1
2012-09-28,1.2913223505020142,-1
2012-10-01,1.2809016704559326,-1
2012-10-02,1.2888258695602417,-1
2012-10-03,1.2916558980941772,-1
2012-10-04,1.2923235893249512,-1
2012-10-05,1.3017443418502808,-1
2012-10-08,1.301574945449829,-1
2012-10-09,1.2976900339126587,-1
2012-10-10,1.2858428955078125,-1
2012-10-11,1.2858428955078125,-1
2012-10-12,1.293326497077942,-1
2012-10-15,1.2943308353424072,-1
2012-10-16,1.2968486547470093,-1
2012-10-17,1.3107877969741821,-1
2012-10-18,1.3116475343704224,-1
2012-10-19,1.3069161176681519,-1
2012-10-22,1.3022528886795044,-1
2012-10-23,1.3070186376571655,-1
2012-10-24,1.2973533868789673,-1
2012-10-25,1.2965123653411865,-1
2012-10-26,1.2938284873962402,-1
2012-10-29,1.2924071550369263,1
2012-10-30,1.2908222675323486,1
2012-10-31,1.2962603569030762,1
2012-11-01,1.2965123653411865,1
2012-11-02,1.2948336601257324,1
2012-11-05,1.2827913761138916,1
2012-11-06,1.2802459001541138,1
2012-11-07,1.2808033227920532,1
2012-11-08,1.2759984731674194,1
2012-11-09,1.274534821510315,1
2012-11-12,1.272394061088562,1
2012-11-13,1.2709709405899048,1
2012-11-14,1.2709709405899048,1
2012-11-15,1.273236632347107,1
2012-11-16,1.2784454822540283,1
2012-11-19,1.2759497165679932,1
2012-11-20,1.276943564414978,1
2012-11-21,1.281443476676941,1
2012-11-22,1.2865046262741089,1
2012-11-23,1.2875149250030518,1
2012-11-26,1.2965964078903198,1
2012-11-27,1.298701286315918,1
2012-11-28,1.2938284873962402,1
2012-11-29,1.2953367233276367,1
2012-11-30,1.2973533868789673,1
2012-12-03,1.299680233001709,1
2012-12-05,1.3099292516708374,1
2012-12-06,1.3070186376571655,1
2012-12-07,1.2963443994522095,1
2012-12-10,1.2906056642532349,1
2012-12-11,1.2938284873962402,1
2012-12-12,1.3013207912445068,1
2012-12-13,1.3066771030426025,1
2012-12-14,1.3078734874725342,1
2012-12-17,1.3165863752365112,1
2012-12-18,1.316482424736023,1
2012-12-19,1.323101282119751,1
2012-12-20,1.3215277194976807,1
2012-12-21,1.323766827583313,1
2012-12-24,1.3182003498077393,1
2012-12-25,1.3180439472198486,1
2012-12-26,1.3180439472198486,1
2012-12-27,1.3225764036178589,1
2012-12-28,1.3250298500061035,1
2012-12-31,1.3227688074111938,1
2013-01-01,1.3201320171356201,1
2013-01-02,1.3197835683822632,1
2013-01-03,1.3182177543640137,1
2013-01-04,1.3032711744308472,1
2013-01-07,1.3067454099655151,1
2013-01-08,1.312508225440979,1
2013-01-09,1.3082326650619507,1
2013-01-10,1.305483102798462,1
2013-01-11,1.327316164970398,1
2013-01-14,1.3362016677856445,1
2013-01-15,1.3377926349639893,1
2013-01-16,1.330849051475525,1
2013-01-17,1.32908034324646,1
2013-01-18,1.3372559547424316,1
2013-01-21,1.3320013284683228,1
2013-01-22,1.3311502933502197,1
2013-01-23,1.331398367881775,1
2013-01-24,1.330849051475525,1
2013-01-25,1.3369340896606445,1
2013-01-28,1.3466018438339233,1
2013-01-29,1.3446282148361206,1
2013-01-30,1.34916353225708,1
2013-01-31,1.3568336963653564,1
2013-02-01,1.3610997200012207,1
2013-02-04,1.3648709058761597,1
2013-02-05,1.3511687517166138,1
2013-02-06,1.3581420183181763,1
2013-02-07,1.3523930311203003,1
2013-02-08,1.3389389514923096,1
2013-02-11,1.3368269205093384,1
2013-02-12,1.340356707572937,1
2013-02-13,1.3452069759368896,1
2013-02-14,1.3444474935531616,1
2013-02-15,1.3352917432785034,1
2013-02-18,1.3344007730484009,1
2013-02-19,1.3347214460372925,1
2013-02-20,1.3395847082138062,1
2013-02-21,1.327316164970398,1
2013-02-22,1.3194352388381958,1
2013-02-25,1.319591999053955,1
2013-02-26,1.3065063953399658,1
2013-02-27,1.3065917491912842,1
2013-02-28,1.3150973320007324,1
2013-03-01,1.3059945106506348,1
2013-03-04,1.3016934394836426,1
2013-03-05,1.3036110401153564,1
2013-03-06,1.3048527240753174,1
2013-03-07,1.297858476638794,1
2013-03-08,1.311131477355957,1
2013-03-11,1.2988024950027466,1
2013-03-12,1.3032711744308472,1
2013-03-13,1.3029316663742065,1
2013-03-14,1.2958402633666992,1
2013-03-15,1.3012362718582153,1
2013-03-18,1.2892745733261108,1
2013-03-19,1.2944984436035156,1
2013-03-20,1.2863887548446655,1
2013-03-21,1.2941633462905884,1
2013-03-22,1.2904890775680542,1
2013-03-25,1.302405595779419,1
2013-03-26,1.2858428955078125,1
2013-03-27,1.2860082387924194,1
2013-03-28,1.277791976928711,1
2013-03-29,1.2815911769866943,1
2013-04-01,1.2805737257003784,1
2013-04-02,1.2850167751312256,1
2013-04-03,1.2820513248443604,1
2013-04-04,1.2850167751312256,1
2013-04-05,1.2928247451782227,1
2013-04-08,1.2992074489593506,1
2013-04-09,1.3029316663742065,1
2013-04-10,1.3080273866653442,1
2013-04-11,1.3055341243743896,1
2013-04-12,1.311475396156311,1
2013-04-15,1.3099292516708374,1
2013-04-16,1.3054660558700562,1
2013-04-17,1.3178702592849731,1
2013-04-18,1.3034920692443848,1
2013-04-19,1.3053126335144043,1
2013-04-22,1.3055682182312012,1
2013-04-23,1.306165099143982,1
2013-04-24,1.2994438409805298,1
2013-04-25,1.3017443418502808,1
2013-04-26,1.3007283210754395,1
2013-04-29,1.3042571544647217,1
2013-04-30,1.3095861673355103,1
2013-05-01,1.3168290853500366,1
2013-05-02,1.3182177543640137,1
2013-05-03,1.3065063953399658,1
2013-05-06,1.3123359680175781,1
2013-05-07,1.3070186376571655,1
2013-05-08,1.3077024221420288,1
2013-05-09,1.3161357641220093,1
2013-05-10,1.303441047668457,1
2013-05-13,1.2965291738510132,1
2013-05-14,1.2988024950027466,1
2013-05-15,1.2937111854553223,1
2013-05-16,1.2882447242736816,1
2013-05-17,1.2883278131484985,1
2013-05-20,1.2835652828216553,1
2013-05-21,1.2891082763671875,1
2013-05-22,1.2919062376022339,1
2013-05-23,1.2842081785202026,1
2013-05-24,1.2925074100494385,1
2013-05-27,1.2937781810760498,1
2013-05-28,1.2933933734893799,1
2013-05-29,1.2846370935440063,1
2013-05-30,1.294783353805542,1
2013-05-31,1.3043931722640991,1
2013-06-03,1.2996464967727661,1
2013-06-04,1.3072919845581055,1
2013-06-05,1.3073433637619019,1
2013-06-06,1.3093289136886597,1
2013-06-07,1.3245558738708496,1
2013-06-10,1.3224014043807983,1
2013-06-11,1.3224014043807983,1
2013-06-12,1.3224014043807983,1
2013-06-13,1.3339558839797974,1
2013-06-14,1.3367911577224731,1
2013-06-17,1.3348639011383057,1
2013-06-18,1.3363088369369507,1
2013-06-19,1.3389928340911865,1
2013-06-20,1.329186201095581,1
2013-06-21,1.323556661605835,1
2013-06-24,1.3105300664901733,1
2013-06-25,1.313232183456421,1
2013-06-26,1.3079760074615479,1
2013-06-27,1.301337718963623,1
2013-06-28,1.3035939931869507,1
2013-07-01,1.3014055490493774,1
2013-07-02,1.306762456893921,1
2013-07-03,1.2978922128677368,1
2013-07-04,1.3010838031768799,1
2013-07-05,1.2907721996307373,1
2013-07-08,1.2829065322875977,1
2013-07-09,1.2871006727218628,1
2013-07-10,1.278183937072754,1
2013-07-11,1.3187741041183472,1
2013-07-12,1.3097747564315796,1
2013-07-15,1.3059945106506348,1
2013-07-16,1.3058750629425049,1
2013-07-17,1.3151146173477173,1
2013-07-18,1.3116990327835083,1
2013-07-19,1.3110626935958862,1
2013-07-22,1.3159972429275513,1
2013-07-23,1.3190349340438843,1
2013-07-24,1.3223315477371216,1
2013-07-25,1.319087266921997,1
2013-07-26,1.3274219036102295,1
2013-07-29,1.3287447690963745,1
2013-07-30,1.3263654708862305,1
2013-07-31,1.3264886140823364,1
2013-08-01,1.3301409482955933,1
2013-08-02,1.3211959600448608,1
2013-08-05,1.3278977870941162,1
2013-08-06,1.3257501125335693,1
2013-08-07,1.3308136463165283,1
2013-08-08,1.334098219871521,1
2013-08-09,1.3380074501037598,1
2013-08-12,1.3339380025863647,1
2013-08-13,1.3292922973632812,1
2013-08-14,1.326559066772461,1
2013-08-15,1.3264182806015015,1
2013-08-16,1.33539879322052,1
2013-08-19,1.332906723022461,1
2013-08-20,1.3333866596221924,1
2013-08-21,1.3421016931533813,1
2013-08-22,1.334294080734253,1
2013-08-23,1.335505723953247,1
2013-08-26,1.33865225315094,1
2013-08-27,1.3379179239273071,1
2013-08-28,1.3392080068588257,1
2013-08-29,1.3334933519363403,1
2013-08-30,1.3236267566680908,1
2013-09-02,1.3208295106887817,1
2013-09-03,1.319000244140625,1
2013-09-04,1.317401647567749,1
2013-09-05,1.320062279701233,1
2013-09-06,1.3118367195129395,1
2013-09-09,1.3174188137054443,1
2013-09-10,1.3258028030395508,1
2013-09-11,1.326629400253296,1
2013-09-12,1.3315579891204834,1
2013-09-13,1.3298933506011963,1
2013-09-16,1.3359339237213135,1
2013-09-17,1.3337956666946411,1
2013-09-18,1.3357912302017212,1
2013-09-19,1.3523015975952148,1
2013-09-20,1.353417992591858,1
2013-09-23,1.3534547090530396,1
2013-09-24,1.349892020225525,1
2013-09-25,1.347182273864746,1
2013-09-26,1.351698398590088,1
2013-09-27,1.348617672920227,1
2013-09-30,1.349545955657959,1
2013-10-01,1.3525211811065674,1
2013-10-02,1.352338194847107,1
2013-10-03,1.3591018915176392,1
2013-10-04,1.362416386604309,1
2013-10-07,1.356999397277832,1
2013-10-09,1.3598041534423828,1
2013-10-10,1.352027416229248,1
2013-10-11,1.3526674509048462,1
2013-10-14,1.3556748628616333,1
2013-10-15,1.3558586835861206,1
2013-10-16,1.3521736860275269,1
2013-10-17,1.3522467613220215,1
2013-10-18,1.366698980331421,1
2013-10-21,1.3681949377059937,1
2013-10-22,1.36759614944458,1
2013-10-23,1.3778469562530518,1
2013-10-24,1.3780938386917114,1
2013-10-25,1.380395531654358,1
2013-10-28,1.3805290460586548,1
2013-10-29,1.3789299726486206,1
2013-10-30,1.374306082725525,1
2013-10-31,1.3724011182785034,1
2013-11-01,1.3579760789871216,1
2013-11-04,1.349400281906128,1
2013-11-05,1.351698398590088,1
2013-11-06,1.3473094701766968,1
2013-11-07,1.351807951927185,1
2013-11-08,1.3409138917922974,1
2013-11-11,1.3347926139831543,1
2013-11-12,1.3409318923950195,1
2013-11-13,1.3439956903457642,1
2013-11-14,1.3489633798599243,1
2013-11-15,1.3448994159698486,1
2013-11-18,1.3483994007110596,1
2013-11-19,1.3504389524459839,1
2013-11-20,1.3567416667938232,1
2013-11-21,1.3433817625045776,1
2013-11-22,1.347182273864746,1
2013-11-25,1.355233907699585,1
2013-11-26,1.3527590036392212,1
2013-11-27,1.3567785024642944,1
2013-11-28,1.357367753982544,1
2013-11-29,1.360396146774292,1
2013-12-02,1.3585110902786255,1
2013-12-03,1.3542062044143677,1
2013-12-04,1.3590649366378784,1
